Player_ID,Player_Name,Total_Runs,Balls_Faced,Strike_Rate,Batting_Average,Matches_Played,No_of_Fours,No_of_Sixes,Balls_Bowled,Runs_Conceded,Wickets_Taken,Matches_Bowled,Overs,Economy,Bowling_Average,Bowling_SR
90296.0,KS Bharat,199.0,168.0,118.45238095238095,28.428571428571427,8.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90297.0,KS Sharma,4.0,4.0,100.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90298.0,KS Williamson,486.0,485.0,100.20618556701031,30.375,22.0,46.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90299.0,Kuldeep Yadav,48.0,54.0,88.88888888888889,48.0,7.0,3.0,2.0,306.0,420.0,21.0,14.0,51.0,8.235294117647058,20.0,14.571428571428571
90301.0,KW Richardson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,29.0,1.0,1.0,3.1666666666666665,9.157894736842106,29.0,19.0
90304.0,L Ngidi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,129.0,5.0,3.0,12.5,10.32,25.8,15.0
90308.0,Lalit Yadav,229.0,227.0,100.88105726872247,28.625,13.0,18.0,7.0,194.0,253.0,8.0,13.0,32.333333333333336,7.824742268041237,31.625,24.25
90310.0,LH Ferguson,23.0,17.0,135.29411764705884,11.5,3.0,2.0,1.0,484.0,659.0,30.0,21.0,80.66666666666667,8.169421487603305,21.966666666666665,16.133333333333333
90311.0,LI Meriwala,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,32.0,1.0,1.0,3.1666666666666665,10.105263157894738,32.0,19.0
90317.0,LS Livingstone,479.0,304.0,157.5657894736842,28.176470588235293,19.0,32.0,35.0,144.0,202.0,6.0,12.0,24.0,8.416666666666666,33.666666666666664,24.0
90318.0,M Ashwin,27.0,38.0,71.05263157894737,6.75,6.0,2.0,1.0,250.0,333.0,10.0,11.0,41.666666666666664,7.992000000000001,33.3,25.0
90320.0,M Jansen,9.0,11.0,81.81818181818183,3.0,4.0,0.0,1.0,241.0,325.0,10.0,10.0,40.166666666666664,8.091286307053942,32.5,24.1
90325.0,M Markande,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,87.0,1.0,3.0,10.0,8.7,87.0,60.0
90329.0,M Pathirana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,56.0,2.0,2.0,8.0,7.0,28.0,24.0
90330.0,M Prasidh Krishna,6.0,13.0,46.15384615384615,6.0,3.0,0.0,0.0,685.0,921.0,33.0,27.0,114.16666666666667,8.067153284671532,27.90909090909091,20.757575757575758
90332.0,M Shahrukh Khan,270.0,236.0,114.40677966101696,20.76923076923077,18.0,13.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90333.0,M Theekshana,7.0,7.0,100.0,7.0,2.0,0.0,1.0,212.0,267.0,12.0,9.0,35.333333333333336,7.556603773584905,22.25,17.666666666666668
90335.0,M Vohra,61.0,52.0,117.3076923076923,12.2,5.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90336.0,MA Agarwal,637.0,491.0,129.73523421588595,26.541666666666668,24.0,65.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90340.0,Mandeep Singh,33.0,38.0,86.8421052631579,8.25,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90343.0,MC Henriques,31.0,32.0,96.875,10.333333333333334,4.0,0.0,1.0,61.0,47.0,4.0,5.0,10.166666666666666,4.622950819672131,11.75,15.25
90357.0,MJ Santner,22.0,30.0,73.33333333333333,11.0,4.0,3.0,0.0,114.0,135.0,4.0,6.0,19.0,7.105263157894737,33.75,28.5
